run_id,instance,folder,approach,approach_name,time_budget,workers,runtime_sec,makespan,valid,status,error
alns_run1_w1,PSP1.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0065,25,True,OK,
alns_run1_w1,PSP2.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.013,45,True,OK,
alns_run1_w1,PSP3.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0013,29,True,OK,
alns_run1_w1,PSP4.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0083,32,True,OK,
alns_run1_w1,PSP5.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0013,32,True,OK,
alns_run1_w1,PSP6.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0054,28,True,OK,
alns_run1_w1,PSP7.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0028,32,True,OK,
alns_run1_w1,PSP8.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0023,35,True,OK,
alns_run1_w1,PSP9.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0017,41,True,OK,
alns_run1_w1,PSP10.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0054,28,True,OK,
alns_run1_w1,PSP11.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.002,29,True,OK,
alns_run1_w1,PSP12.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0051,24,True,OK,
alns_run1_w1,PSP13.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0054,34,True,OK,
alns_run1_w1,PSP14.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0091,20,True,OK,
alns_run1_w1,PSP15.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0108,39,True,OK,
alns_run1_w1,PSP16.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0026,26,True,OK,
alns_run1_w1,PSP17.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,0.0,-1,False,INFEASIBLE,activity resource demand exceeds capacity
alns_run1_w1,PSP18.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0008,26,True,OK,
alns_run1_w1,PSP19.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0096,22,True,OK,
alns_run1_w1,PSP20.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0095,39,True,OK,
alns_run1_w1,PSP21.SCH,sm_j10,alns,Adaptive Large Neighborhood Search + SSGS Decoder,28.0,1,28.0055,26,True,OK,
