run_id,instance,folder,approach,approach_name,time_budget,workers,runtime_sec,makespan,valid,status,error
ga_run1_w12,PSP1.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,7.1875,47,True,OK,
ga_run1_w12,PSP2.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.8458,45,True,OK,
ga_run1_w12,PSP3.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.3093,74,True,OK,
ga_run1_w12,PSP4.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.1659,44,True,OK,
ga_run1_w12,PSP5.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.8799,55,True,OK,
ga_run1_w12,PSP6.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,7.8689,71,True,OK,
ga_run1_w12,PSP7.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.6135,57,True,OK,
ga_run1_w12,PSP8.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.8221,67,True,OK,
ga_run1_w12,PSP9.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,9.156,67,True,OK,
ga_run1_w12,PSP10.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.3422,53,True,OK,
ga_run1_w12,PSP11.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.6304,35,True,OK,
ga_run1_w12,PSP12.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.4171,37,True,OK,
ga_run1_w12,PSP13.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.1503,42,True,OK,
ga_run1_w12,PSP14.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.7544,42,True,OK,
ga_run1_w12,PSP15.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.9717,58,True,OK,
ga_run1_w12,PSP16.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.3552,39,True,OK,
ga_run1_w12,PSP17.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.4347,34,True,OK,
ga_run1_w12,PSP18.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.6149,27,True,OK,
ga_run1_w12,PSP19.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.2704,31,True,OK,
ga_run1_w12,PSP20.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.0238,39,True,OK,
ga_run1_w12,PSP21.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,3.8763,28,True,OK,
ga_run1_w12,PSP22.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.8849,23,True,OK,
ga_run1_w12,PSP23.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.0366,59,True,OK,
ga_run1_w12,PSP24.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.1619,34,True,OK,
ga_run1_w12,PSP25.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,3.8425,27,True,OK,
ga_run1_w12,PSP26.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.3125,44,True,OK,
ga_run1_w12,PSP27.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,3.5016,36,True,OK,
ga_run1_w12,PSP28.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.9451,29,True,OK,
ga_run1_w12,PSP29.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.2349,33,True,OK,
ga_run1_w12,PSP30.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.1003,38,True,OK,
ga_run1_w12,PSP31.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.2035,76,True,OK,
ga_run1_w12,PSP32.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.7781,68,True,OK,
ga_run1_w12,PSP33.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.6101,96,True,OK,
ga_run1_w12,PSP34.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.4946,93,True,OK,
ga_run1_w12,PSP35.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,7.6633,103,True,OK,
ga_run1_w12,PSP36.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.9255,70,True,OK,
ga_run1_w12,PSP37.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.6463,80,True,OK,
ga_run1_w12,PSP38.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,7.3051,106,True,OK,
ga_run1_w12,PSP39.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.3279,72,True,OK,
ga_run1_w12,PSP40.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,7.6012,86,True,OK,
ga_run1_w12,PSP41.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.8392,50,True,OK,
ga_run1_w12,PSP42.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.8296,38,True,OK,
ga_run1_w12,PSP43.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.9869,38,True,OK,
ga_run1_w12,PSP44.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.0591,35,True,OK,
ga_run1_w12,PSP45.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.2582,30,True,OK,
ga_run1_w12,PSP46.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.3431,44,True,OK,
ga_run1_w12,PSP47.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.7326,44,True,OK,
ga_run1_w12,PSP48.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.6349,39,True,OK,
ga_run1_w12,PSP49.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.0344,36,True,OK,
ga_run1_w12,PSP50.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.0648,41,True,OK,
ga_run1_w12,PSP51.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.5877,29,True,OK,
ga_run1_w12,PSP52.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.6249,25,True,OK,
ga_run1_w12,PSP53.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.5933,40,True,OK,
ga_run1_w12,PSP54.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.7094,29,True,OK,
ga_run1_w12,PSP55.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.5309,38,True,OK,
ga_run1_w12,PSP56.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.2135,32,True,OK,
ga_run1_w12,PSP57.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.1426,45,True,OK,
ga_run1_w12,PSP58.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.7438,44,True,OK,
ga_run1_w12,PSP59.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.3843,33,True,OK,
ga_run1_w12,PSP60.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,3.9873,27,True,OK,
ga_run1_w12,PSP61.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.051,107,True,OK,
ga_run1_w12,PSP62.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,7.2591,121,True,OK,
ga_run1_w12,PSP63.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.6414,67,True,OK,
ga_run1_w12,PSP64.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.1152,67,True,OK,
ga_run1_w12,PSP65.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.4163,92,True,OK,
ga_run1_w12,PSP66.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.1256,106,True,OK,
ga_run1_w12,PSP67.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.205,88,True,OK,
ga_run1_w12,PSP68.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.3449,86,True,OK,
ga_run1_w12,PSP69.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.1334,106,True,OK,
ga_run1_w12,PSP70.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,7.7515,87,True,OK,
ga_run1_w12,PSP71.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.0227,51,True,OK,
ga_run1_w12,PSP72.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.3986,39,True,OK,
ga_run1_w12,PSP73.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.5369,54,True,OK,
ga_run1_w12,PSP74.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.0437,47,True,OK,
ga_run1_w12,PSP75.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.4025,24,True,OK,
ga_run1_w12,PSP76.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.6236,46,True,OK,
ga_run1_w12,PSP77.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.9922,38,True,OK,
ga_run1_w12,PSP78.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.4405,36,True,OK,
ga_run1_w12,PSP79.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.9404,72,True,OK,
ga_run1_w12,PSP80.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.7198,23,True,OK,
ga_run1_w12,PSP81.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.7723,34,True,OK,
ga_run1_w12,PSP82.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.6694,30,True,OK,
ga_run1_w12,PSP83.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.8987,37,True,OK,
ga_run1_w12,PSP84.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,7.6828,28,True,OK,
ga_run1_w12,PSP85.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,8.4613,30,True,OK,
ga_run1_w12,PSP86.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.3,40,True,OK,
ga_run1_w12,PSP87.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,8.6044,25,True,OK,
ga_run1_w12,PSP88.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.1241,31,True,OK,
ga_run1_w12,PSP89.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.6136,21,True,OK,
ga_run1_w12,PSP90.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,9.2459,28,True,OK,
ga_run1_w12,PSP91.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,12.9575,62,True,OK,
ga_run1_w12,PSP92.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,9.9582,48,True,OK,
ga_run1_w12,PSP93.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,8.0588,40,True,OK,
ga_run1_w12,PSP94.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,13.6209,74,True,OK,
ga_run1_w12,PSP95.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.7643,52,True,OK,
ga_run1_w12,PSP96.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.3676,55,True,OK,
ga_run1_w12,PSP97.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,12.8283,52,True,OK,
ga_run1_w12,PSP98.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.0345,76,True,OK,
ga_run1_w12,PSP99.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,8.04,67,True,OK,
ga_run1_w12,PSP100.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.77,53,True,OK,
ga_run1_w12,PSP101.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.7071,45,True,OK,
ga_run1_w12,PSP102.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.3349,47,True,OK,
ga_run1_w12,PSP103.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.9715,66,True,OK,
ga_run1_w12,PSP104.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.0772,46,True,OK,
ga_run1_w12,PSP105.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.5559,20,True,OK,
ga_run1_w12,PSP106.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,0.0341,-1,False,INFEASIBLE,activity resource demand exceeds capacity
ga_run1_w12,PSP107.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,9.5621,69,True,OK,
ga_run1_w12,PSP108.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,13.2858,38,True,OK,
ga_run1_w12,PSP109.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,8.9953,38,True,OK,
ga_run1_w12,PSP110.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.4732,50,True,OK,
ga_run1_w12,PSP111.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.1293,41,True,OK,
ga_run1_w12,PSP112.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.8782,59,True,OK,
ga_run1_w12,PSP113.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.7264,19,True,OK,
ga_run1_w12,PSP114.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,12.9892,37,True,OK,
ga_run1_w12,PSP115.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,8.6966,32,True,OK,
ga_run1_w12,PSP116.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.3731,46,True,OK,
ga_run1_w12,PSP117.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.2082,39,True,OK,
ga_run1_w12,PSP118.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,0.002,-1,False,INFEASIBLE,activity resource demand exceeds capacity
ga_run1_w12,PSP119.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,5.2766,43,True,OK,
ga_run1_w12,PSP120.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.2851,31,True,OK,
ga_run1_w12,PSP121.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,17.1602,64,True,OK,
ga_run1_w12,PSP122.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,6.3334,93,True,OK,
ga_run1_w12,PSP123.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,9.5208,77,True,OK,
ga_run1_w12,PSP124.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,12.1036,69,True,OK,
ga_run1_w12,PSP125.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,8.7948,90,True,OK,
ga_run1_w12,PSP126.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.9547,70,True,OK,
ga_run1_w12,PSP127.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.2985,85,True,OK,
ga_run1_w12,PSP128.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,9.2076,100,True,OK,
ga_run1_w12,PSP129.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.9838,92,True,OK,
ga_run1_w12,PSP130.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,12.503,96,True,OK,
ga_run1_w12,PSP131.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,4.3046,37,True,OK,
ga_run1_w12,PSP132.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.1123,46,True,OK,
ga_run1_w12,PSP133.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.2825,61,True,OK,
ga_run1_w12,PSP134.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.8163,76,True,OK,
ga_run1_w12,PSP135.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,10.1202,54,True,OK,
ga_run1_w12,PSP136.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,11.6692,51,True,OK,
ga_run1_w12,PSP137.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,8.0325,55,True,OK,
ga_run1_w12,PSP138.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,9.2907,38,True,OK,
ga_run1_w12,PSP139.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,12.7551,87,True,OK,
ga_run1_w12,PSP140.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,8.1031,82,True,OK,
ga_run1_w12,PSP141.SCH,sm_j20,ga,Genetic Algorithm + SSGS Decoder,28.0,12,9.3656,47,True,OK,
